,timestamp,ent,type
9,2024-06-28,Excel,LANG_FRAM
9,2024-06-28,PowerPoint,LANG_FRAM
9,2024-06-28,work independently,S_SKILL
9,2024-06-28,collaborative,S_SKILL
9,2024-06-28,English language skills,S_SKILL
9,2024-06-28,leadership,S_SKILL
9,2024-06-28,presentation skills,S_SKILL
10,2024-06-28,commercialisation advice.,S_SKILL
10,2024-06-28,analysis of market opportunities and forecasts,H_SKILL
10,2024-06-28,present your research findings and strategic insights,S_SKILL
10,2024-06-28,proactive,S_SKILL
10,2024-06-28,Master's degree,REQUIREMENT
10,2024-06-28,PhD,REQUIREMENT
10,2024-06-28,ability to seek out and present compelling new information and articulate,S_SKILL
10,2024-06-28,analysis both verbally and,H_SKILL
10,2024-06-28,conclusions,S_SKILL
10,2024-06-28,attention to detail,S_SKILL
10,2024-06-28,quantitative problem-,S_SKILL
10,2024-06-28,solving,S_SKILL
10,2024-06-28,Word,LANG_FRAM
10,2024-06-28,Excel,LANG_FRAM
10,2024-06-28,PowerPoint,LANG_FRAM
10,2024-06-28,work independently,S_SKILL
10,2024-06-28,collaborative,S_SKILL
10,2024-06-28,English language skills,S_SKILL
10,2024-06-28,leadership,S_SKILL
10,2024-06-28,presentation skills,S_SKILL
11,2024-06-28,metal organic frameworks,LANG_FRAM
11,2024-06-28,antennas,LANG_FRAM
11,2024-06-28,photovoltaic,LANG_FRAM
11,2024-06-28,commercialisation advice.,S_SKILL
11,2024-06-28,analysis of market opportunities and forecasts,H_SKILL
11,2024-06-28,present your research findings and strategic insights,S_SKILL
11,2024-06-28,proactive,S_SKILL
11,2024-06-28,Master's degree,REQUIREMENT
11,2024-06-28,PhD,REQUIREMENT
11,2024-06-28,ability to seek out and present compelling new information and articulate,S_SKILL
11,2024-06-28,analysis both verbally and,H_SKILL
11,2024-06-28,conclusions,S_SKILL
11,2024-06-28,attention to detail,S_SKILL
11,2024-06-28,quantitative problem-,S_SKILL
11,2024-06-28,solving,S_SKILL
11,2024-06-28,Word,LANG_FRAM
11,2024-06-28,Excel,LANG_FRAM
11,2024-06-28,PowerPoint,LANG_FRAM
11,2024-06-28,work independently,S_SKILL
11,2024-06-28,collaborative,S_SKILL
11,2024-06-28,English language skills,S_SKILL
11,2024-06-28,leadership,S_SKILL
11,2024-06-28,presentation skills,S_SKILL
12,2024-06-28,centric design and product innovation,H_SKILL
12,2024-06-28,passion,S_SKILL
12,2024-06-28,JAVA,LANG_FRAM
12,2024-06-28,PYTHON,LANG_FRAM
12,2024-06-28,coding,H_SKILL
12,2024-06-28,continuous training,S_SKILL
12,2024-06-28,APIs,LANG_FRAM
12,2024-06-28,UI test,H_SKILL
12,2024-06-28,driven,S_SKILL
12,2024-06-28,database management,H_SKILL
12,2024-06-28,Azure,LANG_FRAM
12,2024-06-28,maintenance of software products,H_SKILL
12,2024-06-28,MSc,REQUIREMENT
12,2024-06-28,BSc,REQUIREMENT
12,2024-06-28,programming,H_SKILL
12,2024-06-28,Java,LANG_FRAM
12,2024-06-28,Python,LANG_FRAM
12,2024-06-28,understanding of object,H_SKILL
12,2024-06-28,Keen attention to detail,S_SKILL
12,2024-06-28,communication skills,S_SKILL
12,2024-06-28,collaborative,S_SKILL
13,2024-06-28,TPP,LANG_FRAM
13,2024-06-28,Android,LANG_FRAM
13,2024-06-28,passion,S_SKILL
13,2024-06-28,Developing smartphone apps that help patients,H_SKILL
13,2024-06-28,Writing electronic observations systems,S_SKILL
13,2024-06-28,problem solving,S_SKILL
13,2024-06-28,Android,LANG_FRAM
13,2024-06-28,2:1,REQUIREMENT
13,2024-06-28,Maths,LANG_FRAM
14,2024-06-28,TPP,LANG_FRAM
14,2024-06-28,iOS,LANG_FRAM
14,2024-06-28,passion,S_SKILL
14,2024-06-28,Developing smartphone apps that help patients,H_SKILL
14,2024-06-28,Writing electronic observations systems,S_SKILL
14,2024-06-28,problem solving,S_SKILL
14,2024-06-28,C,LANG_FRAM
14,2024-06-28,Swift preferable,LANG_FRAM
14,2024-06-28,2:1,REQUIREMENT
14,2024-06-28,Maths,LANG_FRAM
15,2024-06-28,implementation and design of elegant systems,H_SKILL
15,2024-06-28,passion,S_SKILL
15,2024-06-28,Development,H_SKILL
15,2024-06-28,application integration solutions,H_SKILL
15,2024-06-28,Understanding technical software integration design specifications,H_SKILL
15,2024-06-28,Bachelor's,REQUIREMENT
15,2024-06-28,Master's degree,REQUIREMENT
15,2024-06-28,2.1,REQUIREMENT
15,2024-06-28,interpersonal,S_SKILL
15,2024-06-28,ability to understand complex business processes,S_SKILL
15,2024-06-28,Java,LANG_FRAM
15,2024-06-28,understanding,LANG_FRAM
15,2024-06-28,Python,LANG_FRAM
15,2024-06-28,asset Advanced knowledge,S_SKILL
15,2024-06-28,Relational Databases,LANG_FRAM
15,2024-06-28,SQL,LANG_FRAM
15,2024-06-28,cloud,LANG_FRAM
15,2024-06-28,flexible,S_SKILL
16,2024-06-28,AI,LANG_FRAM
16,2024-06-28,cloud computing,LANG_FRAM
16,2024-06-28,"designing, coding and debugging of applications",H_SKILL
16,2024-06-28,passion,S_SKILL
16,2024-06-28,create technical design specifications,H_SKILL
16,2024-06-28,Bachelor’s degree,REQUIREMENT
16,2024-06-28,2.1,REQUIREMENT
16,2024-06-28,Java,LANG_FRAM
16,2024-06-28,Python,LANG_FRAM
16,2024-06-28,C#,LANG_FRAM
16,2024-06-28,C,LANG_FRAM
16,2024-06-28,C++,LANG_FRAM
16,2024-06-28,Go,LANG_FRAM
16,2024-06-28,React,LANG_FRAM
16,2024-06-28,JavaScript,LANG_FRAM
16,2024-06-28,Relational Databases,LANG_FRAM
16,2024-06-28,SQL,LANG_FRAM
16,2024-06-28,cloud,LANG_FRAM
16,2024-06-28,Flexible,S_SKILL
17,2024-06-28,Create cutting edge software,H_SKILL
17,2024-06-28,Driven,S_SKILL
17,2024-06-28,passion,S_SKILL
17,2024-06-28,"breaking technology, a collaborative culture",H_SKILL
17,2024-06-28,2:2 Bachelor’s degree,REQUIREMENT
18,2024-06-28,knowledge and cutting-edge technologies,H_SKILL
18,2024-06-28,"digital and software, Capgemini Engineering supports the convergence of the physical and digital worlds",H_SKILL
18,2024-06-28,"thinking, innovative, and inquisitive",S_SKILL
18,2024-06-28,developing software for safety-,H_SKILL
18,2024-06-28,architectural design,H_SKILL
18,2024-06-28,coding,H_SKILL
18,2024-06-28,tailor-made software engineering training,H_SKILL
18,2024-06-28,Developing code,H_SKILL
18,2024-06-28,Developing reference models,H_SKILL
18,2024-06-28,communicate ideas,S_SKILL
18,2024-06-28,organisation skills,S_SKILL
18,2024-06-28,2:1 degree,REQUIREMENT
18,2024-06-28,BPSS,S_SKILL
18,2024-06-28,AWS,LANG_FRAM
18,2024-06-28,Microsoft,LANG_FRAM
18,2024-06-28,communication skills,S_SKILL
18,2024-06-28,solve problems,S_SKILL
18,2024-06-28,tangible skills,H_SKILL
19,2024-06-28,analyse data,H_SKILL
19,2024-06-28,continuous support and training,H_SKILL
19,2024-06-28,collection and structuring of information and utilise a variety of technologies,H_SKILL
19,2024-06-28,ETL process,H_SKILL
19,2024-06-28,developing methods,H_SKILL
19,2024-06-28,present and explain complex analysis,S_SKILL
19,2024-06-28,analytical skills,S_SKILL
19,2024-06-28,communication skills,S_SKILL
19,2024-06-28,Independent,S_SKILL
19,2024-06-28,motivated,S_SKILL
19,2024-06-28,MS Office,LANG_FRAM
19,2024-06-28,driven,S_SKILL
19,2024-06-28,work well,S_SKILL
19,2024-06-28,2:1,REQUIREMENT
19,2024-06-28,excel,LANG_FRAM
19,2024-06-28,python,LANG_FRAM
19,2024-06-28,SQL,LANG_FRAM
19,2024-06-28,Data Visualisation Development,H_SKILL
19,2024-06-28,Presentation Skills,S_SKILL
19,2024-06-28,"clean data,",H_SKILL
19,2024-06-28,using complex data sets,H_SKILL
19,2024-06-28,Produce and maintaining both,S_SKILL
19,2024-06-28,Present your findings and recommendations,S_SKILL
19,2024-06-28,team socials,S_SKILL
20,2024-06-28,Integrate embedded software,H_SKILL
20,2024-06-28,testing,H_SKILL
20,2024-06-28,MEng,REQUIREMENT
20,2024-06-28,MSc,REQUIREMENT
20,2024-06-28,C,LANG_FRAM
20,2024-06-28,C++,LANG_FRAM
20,2024-06-28,Knowledge of Configuration Management,H_SKILL
20,2024-06-28,code versioning tools,H_SKILL
20,2024-06-28,github,LANG_FRAM
20,2024-06-28,passionate,S_SKILL
20,2024-06-28,problem solver,S_SKILL
20,2024-06-28,logical mindset,S_SKILL
21,2024-06-28,TPP,LANG_FRAM
21,2024-06-28,overseeing and planning,H_SKILL
21,2024-06-28,solve complex problems,S_SKILL
21,2024-06-28,good communication skills,S_SKILL
21,2024-06-28,keen to learn,S_SKILL
22,2024-06-28,TPP,LANG_FRAM
22,2024-06-28,problem solving,S_SKILL
22,2024-06-28,time databases,S_SKILL
22,2024-06-28,iOS,LANG_FRAM
22,2024-06-28,2:1,REQUIREMENT
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,interests and competencies in software programming,H_SKILL
23,2024-06-28,interest in mechatronic systems,H_SKILL
23,2024-06-28,Cognex vision systems,LANG_FRAM
23,2024-06-28,time with the rest of the team,S_SKILL
23,2024-06-28,Structured Text,LANG_FRAM
23,2024-06-28,Beckhoff TwinCAT,LANG_FRAM
23,2024-06-28,EtherCAT,LANG_FRAM
23,2024-06-28,tracking development,H_SKILL
23,2024-06-28,testing your own,H_SKILL
23,2024-06-28,GitHub,LANG_FRAM
23,2024-06-28,generating well commented and structured code,H_SKILL
23,2024-06-28,program simple motion control for our loading and unloading solutions,H_SKILL
23,2024-06-28,using text-,H_SKILL
23,2024-06-28,Python,LANG_FRAM
23,2024-06-28,expand knowledge,S_SKILL
23,2024-06-28,ensure the safe operation of the equipment,H_SKILL
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,understanding of working with customers,S_SKILL
23,2024-06-28,handling their attitudes and needs,S_SKILL
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,SCRUM,H_SKILL
23,2024-06-28,agile methodology,H_SKILL
23,2024-06-28,MS Teams,LANG_FRAM
23,2024-06-28,Work with the C-Tech team,S_SKILL
24,2024-06-28,TPP,LANG_FRAM
24,2024-06-28,analysis and feedback to other teams,H_SKILL
24,2024-06-28,collaborate with other teams,S_SKILL
25,2024-06-28,collaborate,S_SKILL
25,2024-06-28,systems analysis,H_SKILL
25,2024-06-28,designing and deploying an app for patients,H_SKILL
25,2024-06-28,2:1,REQUIREMENT
25,2024-06-28,Scottish Higher / ABB,REQUIREMENT
26,2024-06-28,Microsoft Azure,LANG_FRAM
26,2024-06-28,maintain Power Platform solutions,H_SKILL
26,2024-06-28,Collaborating with internal & external stakeholders,S_SKILL
26,2024-06-28,Microsoft Azure,LANG_FRAM
26,2024-06-28,cloud,LANG_FRAM
26,2024-06-28,database driven,H_SKILL
26,2024-06-28,Writing code,H_SKILL
26,2024-06-28,Python,LANG_FRAM
26,2024-06-28,Javascript,LANG_FRAM
26,2024-06-28,CSS,LANG_FRAM
26,2024-06-28,HTML,LANG_FRAM
26,2024-06-28,REST,LANG_FRAM
26,2024-06-28,APIs,LANG_FRAM
26,2024-06-28,Power Platform,LANG_FRAM
26,2024-06-28,scoping,LANG_FRAM
26,2024-06-28,ability to solve problems,S_SKILL
26,2024-06-28,data Must,H_SKILL
26,2024-06-28,passion,S_SKILL
26,2024-06-28,2:1,REQUIREMENT
26,2024-06-28,Microsoft 365,LANG_FRAM
26,2024-06-28,Power BI,LANG_FRAM
26,2024-06-28,Python,LANG_FRAM
26,2024-06-28,JavaScript,LANG_FRAM
26,2024-06-28,CSS,LANG_FRAM
26,2024-06-28,HTML,LANG_FRAM
26,2024-06-28,REST,LANG_FRAM
26,2024-06-28,APIs,LANG_FRAM
26,2024-06-28,Microsoft,LANG_FRAM
26,2024-06-28,Microsoft 365,LANG_FRAM
26,2024-06-28,Microsoft Azure,LANG_FRAM
27,2024-06-28,Rail,LANG_FRAM
27,2024-06-28,converting specialist,H_SKILL
27,2024-06-28,Rail,LANG_FRAM
27,2024-06-28,Rail,REQUIREMENT
27,2024-06-28,experience in IT management,H_SKILL
27,2024-06-28,understanding of data security and emerging technologies,H_SKILL
27,2024-06-28,leadership,S_SKILL
27,2024-06-28,management,S_SKILL
27,2024-06-28,problem,S_SKILL
27,2024-06-28,solving,S_SKILL
27,2024-06-28,communicate effectively,S_SKILL
27,2024-06-28,Bachelor's degree,REQUIREMENT
27,2024-06-28,Rail,LANG_FRAM
27,2024-06-28,Ability offers,S_SKILL
28,2024-06-28,Being personally mentored,S_SKILL
28,2024-06-28,deployment,H_SKILL
28,2024-06-28,supporting the service team,S_SKILL
28,2024-06-28,Java,LANG_FRAM
28,2024-06-28,AWS,LANG_FRAM
28,2024-06-28,Agile methodologies.,H_SKILL
28,2024-06-28,"hunger to develop, learn",S_SKILL
28,2024-06-28,attention to detail,S_SKILL
28,2024-06-28,analytical skills,S_SKILL
28,2024-06-28,passion,S_SKILL
28,2024-06-28,problem solving,S_SKILL
28,2024-06-28,developing technologies,H_SKILL
29,2024-06-28,technical expertise,H_SKILL
29,2024-06-28,develop and enhance product features,H_SKILL
29,2024-06-28,driven development,S_SKILL
29,2024-06-28,Create and execute regression tests,H_SKILL
29,2024-06-28,promoted,S_SKILL
29,2024-06-28,validate the failures and,H_SKILL
29,2024-06-28,sudden changes,S_SKILL
29,2024-06-28,Collaborate within,H_SKILL
29,2024-06-28,development,H_SKILL
29,2024-06-28,2.1,REQUIREMENT
29,2024-06-28,Bachelor's degree,REQUIREMENT
29,2024-06-28,Java,LANG_FRAM
29,2024-06-28,application development,H_SKILL
29,2024-06-28,experience in Automation testing,H_SKILL
29,2024-06-28,Understanding of enterprise infrastructure,H_SKILL
29,2024-06-28,"application components (network,",H_SKILL
29,2024-06-28,application and database servers,H_SKILL
29,2024-06-28,Git,LANG_FRAM
29,2024-06-28,Bitbucket,LANG_FRAM
29,2024-06-28,CI/CD,H_SKILL
29,2024-06-28,Jenkins,LANG_FRAM
29,2024-06-28,continuous integration testing are,H_SKILL
29,2024-06-28,Azure,LANG_FRAM
29,2024-06-28,cloud,LANG_FRAM
29,2024-06-28,passion,S_SKILL
29,2024-06-28,continuously learning,S_SKILL
30,2024-06-28,learning new technologies,S_SKILL
30,2024-06-28,knowledge and skills within one of our project teams,H_SKILL
30,2024-06-28,define and clarify tasking relevant,H_SKILL
30,2024-06-28,DevOps,H_SKILL
30,2024-06-28,willingness to learn,S_SKILL
30,2024-06-28,problem-,S_SKILL
30,2024-06-28,solving,S_SKILL
30,2024-06-28,collaborative,S_SKILL
30,2024-06-28,passionate,S_SKILL
30,2024-06-28,Docker,LANG_FRAM
30,2024-06-28,Python,LANG_FRAM
30,2024-06-28,Ansible,H_SKILL
30,2024-06-28,AWS,LANG_FRAM
31,2024-06-28,"designing, testing, and validating hardware designs",H_SKILL
31,2024-06-28,describing hardware,H_SKILL
31,2024-06-28,design and implementation of new FPGA applications,H_SKILL
31,2024-06-28,extend,LANG_FRAM
31,2024-06-28,testing,H_SKILL
31,2024-06-28,"testing/integration,",H_SKILL
31,2024-06-28,design with a software engineering mindset,S_SKILL
31,2024-06-28,Comfortable,S_SKILL
31,2024-06-28,curious,S_SKILL
31,2024-06-28,collaborative,S_SKILL
31,2024-06-28,eager to learn,S_SKILL
31,2024-06-28,writing and testing hardware designs,H_SKILL
31,2024-06-28,networking Fluency,H_SKILL
32,2024-06-28,TPP,LANG_FRAM
32,2024-06-28,problem solving,S_SKILL
32,2024-06-28,Java,LANG_FRAM
32,2024-06-28,C++,LANG_FRAM
32,2024-06-28,Swift,LANG_FRAM
32,2024-06-28,Python,LANG_FRAM
32,2024-06-28,machine-,LANG_FRAM
32,2024-06-28,develop models,H_SKILL
32,2024-06-28,2:1,REQUIREMENT
32,2024-06-28,Maths,LANG_FRAM
33,2024-06-28,transparency,S_SKILL
33,2024-06-28,collaborative,S_SKILL
33,2024-06-28,collaborating,S_SKILL
33,2024-06-28,problem solving,S_SKILL
33,2024-06-28,attention to detail,S_SKILL
33,2024-06-28,strong communication skills,S_SKILL
33,2024-06-28,engaging environment,S_SKILL
33,2024-06-28,Bachelor's Degree,REQUIREMENT
33,2024-06-28,educational attainment,S_SKILL
34,2024-06-28,TPP,LANG_FRAM
34,2024-06-28,upgrading enterprise server and storage hardware Providing,H_SKILL
34,2024-06-28,iOS,LANG_FRAM
34,2024-06-28,MacOS,LANG_FRAM
34,2024-06-28,Android,LANG_FRAM
34,2024-06-28,Vulnerability management,H_SKILL
34,2024-06-28,network,H_SKILL
34,2024-06-28,Continuously improving,S_SKILL
34,2024-06-28,resolving problems and issues with computer and server systems International travel,S_SKILL
34,2024-06-28,audit data centres,H_SKILL
34,2024-06-28,passion,S_SKILL
34,2024-06-28,potential to take on additional responsibilities,S_SKILL
34,2024-06-28,2:1,REQUIREMENT
35,2024-06-28,pig tracking,LANG_FRAM
35,2024-06-28,passionate,S_SKILL
35,2024-06-28,reports and attending project meetings,S_SKILL
35,2024-06-28,maintenance,H_SKILL
35,2024-06-28,Bachelor,REQUIREMENT
35,2024-06-28,degree,REQUIREMENT
35,2024-06-28,VB.NET,LANG_FRAM
35,2024-06-28,C#,LANG_FRAM
35,2024-06-28,C++,LANG_FRAM
35,2024-06-28,knowledge of computer networking,H_SKILL
35,2024-06-28,analytical and problem-,S_SKILL
35,2024-06-28,solving,S_SKILL
35,2024-06-28,oral and written communication,S_SKILL
35,2024-06-28,understanding of scripting/,H_SKILL
35,2024-06-28,coding,H_SKILL
36,2024-06-28,designing and building their solutions,H_SKILL
36,2024-06-28,SharePoint,LANG_FRAM
36,2024-06-28,Power Platform,LANG_FRAM
36,2024-06-28,Microsoft Teams,LANG_FRAM
36,2024-06-28,passion,S_SKILL
36,2024-06-28,"Canvas apps, Power Automate, Power Virtual Agents",H_SKILL
36,2024-06-28,Power BI,LANG_FRAM
36,2024-06-28,SharePoint,LANG_FRAM
36,2024-06-28,SQL,LANG_FRAM
36,2024-06-28,Dataverse,LANG_FRAM
36,2024-06-28,Azure,LANG_FRAM
36,2024-06-28,"writing and maintaining/reviewing clean, secure code for low code/no code solutions",H_SKILL
36,2024-06-28,Designing and developing Power Platform applications,H_SKILL
36,2024-06-28,"Canvas apps, Power Automate, Power Virtual Agents",H_SKILL
36,2024-06-28,Power BI,LANG_FRAM
36,2024-06-28,Microsoft techs,LANG_FRAM
36,2024-06-28,SharePoint,LANG_FRAM
36,2024-06-28,SQL,LANG_FRAM
36,2024-06-28,Dataverse,LANG_FRAM
36,2024-06-28,Azure,LANG_FRAM
36,2024-06-28,Bachelor's degree,REQUIREMENT
36,2024-06-28,2.1,REQUIREMENT
36,2024-06-28,C#,LANG_FRAM
36,2024-06-28,JavaScript,LANG_FRAM
36,2024-06-28,React,LANG_FRAM
36,2024-06-28,problem-,S_SKILL
36,2024-06-28,solving,S_SKILL
36,2024-06-28,analytical,S_SKILL
36,2024-06-28,communication,S_SKILL
36,2024-06-28,teamwork,S_SKILL
37,2024-06-28,problem-,S_SKILL
37,2024-06-28,quick to adapt and to learn,S_SKILL
37,2024-06-28,attention to detail,S_SKILL
37,2024-06-28,working in a process,H_SKILL
37,2024-06-28,driven,S_SKILL
37,2024-06-28,building relationships,H_SKILL
37,2024-06-28,communicate,S_SKILL
37,2024-06-28,effectively,S_SKILL
37,2024-06-28,Java,LANG_FRAM
37,2024-06-28,passion,S_SKILL
38,2024-06-28,collaborate,S_SKILL
38,2024-06-28,systems analysis,H_SKILL
38,2024-06-28,designing and deploying an app for patients,H_SKILL
38,2024-06-28,2:1,REQUIREMENT
38,2024-06-28,Scottish Higher / ABB,REQUIREMENT
39,2024-06-28,work with cutting-edge technology,S_SKILL
39,2024-06-28,analysing stakeholder,H_SKILL
39,2024-06-28,elicit,LANG_FRAM
39,2024-06-28,collaborating,S_SKILL
40,2024-06-28,designing and building their solutions,H_SKILL
40,2024-06-28,SharePoint,LANG_FRAM
40,2024-06-28,Power Platform,LANG_FRAM
40,2024-06-28,Microsoft Teams,LANG_FRAM
40,2024-06-28,passion,S_SKILL
40,2024-06-28,testing Power Platform Solutions,H_SKILL
40,2024-06-28,Power Apps and Power Automate and delivering,H_SKILL
40,2024-06-28,Power Apps,H_SKILL
40,2024-06-28,Power Automate and deliver these,H_SKILL
40,2024-06-28,use cases,H_SKILL
40,2024-06-28,Bachelor's degree,REQUIREMENT
40,2024-06-28,2.1,REQUIREMENT
40,2024-06-28,collaborate,S_SKILL
40,2024-06-28,communication skills,S_SKILL
40,2024-06-28,passion,S_SKILL
41,2024-06-28,hedging,LANG_FRAM
41,2024-06-28,financing,S_SKILL
41,2024-06-28,research and market intelligence,H_SKILL
41,2024-06-28,financing,S_SKILL
41,2024-06-28,networking,S_SKILL
41,2024-06-28,Masters,REQUIREMENT
41,2024-06-28,PhD,REQUIREMENT
41,2024-06-28,C++,LANG_FRAM
41,2024-06-28,Python,LANG_FRAM
41,2024-06-28,Java,LANG_FRAM
41,2024-06-28,R,LANG_FRAM
42,2024-06-28,Working as part of a multi-,S_SKILL
42,2024-06-28,project design team,S_SKILL
42,2024-06-28,driven by purpose,S_SKILL
42,2024-06-28,2:1,REQUIREMENT
