,timestamp,ent,type
12,2024-06-28,continuous training,S_SKILL
12,2024-06-28,APIs,LANG_FRAM
12,2024-06-28,UI test,H_SKILL
12,2024-06-28,database management,H_SKILL
12,2024-06-28,Azure,LANG_FRAM
12,2024-06-28,"design, development, modification, and maintenance of software products",H_SKILL
12,2024-06-28,MSc,REQUIREMENT
12,2024-06-28,BSc,REQUIREMENT
12,2024-06-28,Java,LANG_FRAM
12,2024-06-28,Python,LANG_FRAM
12,2024-06-28,understanding of object-oriented concepts,H_SKILL
12,2024-06-28,Keen attention to detail,S_SKILL
12,2024-06-28,communication skills,S_SKILL
12,2024-06-28,collaborative,S_SKILL
13,2024-06-28,Android,LANG_FRAM
13,2024-06-28,passion,S_SKILL
13,2024-06-28,Developing smartphone apps,H_SKILL
13,2024-06-28,Writing electronic observations systems,S_SKILL
13,2024-06-28,calculate risk scores,H_SKILL
13,2024-06-28,Deploying machine-learning algorithms,H_SKILL
13,2024-06-28,problem solving,S_SKILL
13,2024-06-28,Android,LANG_FRAM
13,2024-06-28,2:1,REQUIREMENT
14,2024-06-28,iOS,LANG_FRAM
14,2024-06-28,passion,S_SKILL
14,2024-06-28,Developing smartphone apps,H_SKILL
14,2024-06-28,Writing electronic observations systems,S_SKILL
14,2024-06-28,calculate risk scores,H_SKILL
14,2024-06-28,Deploying machine-learning algorithms,H_SKILL
14,2024-06-28,problem solving,S_SKILL
14,2024-06-28,C,LANG_FRAM
14,2024-06-28,Swift,LANG_FRAM
14,2024-06-28,2:1,REQUIREMENT
15,2024-06-28,Cloud,LANG_FRAM
15,2024-06-28,Service Cloud,LANG_FRAM
15,2024-06-28,Cloud,LANG_FRAM
15,2024-06-28,Pardot,LANG_FRAM
15,2024-06-28,Cloud,LANG_FRAM
15,2024-06-28,Mulesoft integration development team,H_SKILL
15,2024-06-28,LabCamps and Code,H_SKILL
15,2024-06-28,Development/configuration,H_SKILL
15,2024-06-28,application integration solutions,H_SKILL
15,2024-06-28,MuleSoft middleware,LANG_FRAM
15,2024-06-28,Understanding technical software integration design specifications,H_SKILL
15,2024-06-28,technical design documents,H_SKILL
15,2024-06-28,Bachelor's,REQUIREMENT
15,2024-06-28,Master's degree,REQUIREMENT
15,2024-06-28,2.1,REQUIREMENT
15,2024-06-28,interpersonal,S_SKILL
15,2024-06-28,communicative,S_SKILL
15,2024-06-28,understand complex business processes,H_SKILL
15,2024-06-28,Java,LANG_FRAM
15,2024-06-28,Python,LANG_FRAM
15,2024-06-28,coding,H_SKILL
15,2024-06-28,Relational Databases,LANG_FRAM
15,2024-06-28,SQL,LANG_FRAM
15,2024-06-28,Software integration as,H_SKILL
15,2024-06-28,cloud,LANG_FRAM
16,2024-06-28,AI,LANG_FRAM
16,2024-06-28,cloud computing,LANG_FRAM
16,2024-06-28,"designing, coding and debugging",H_SKILL
16,2024-06-28,Defining and documenting operating procedures,H_SKILL
16,2024-06-28,create technical design specifications,H_SKILL
16,2024-06-28,technical design documents,H_SKILL
16,2024-06-28,Bachelor’s degree,REQUIREMENT
16,2024-06-28,2.1,REQUIREMENT
16,2024-06-28,verbal and written English skills,S_SKILL
16,2024-06-28,Java,LANG_FRAM
16,2024-06-28,Python,LANG_FRAM
16,2024-06-28,C#,LANG_FRAM
16,2024-06-28,C,LANG_FRAM
16,2024-06-28,C++,LANG_FRAM
16,2024-06-28,Go,LANG_FRAM
16,2024-06-28,React,LANG_FRAM
16,2024-06-28,JavaScript,LANG_FRAM
16,2024-06-28,Relational Databases,LANG_FRAM
16,2024-06-28,SQL,LANG_FRAM
16,2024-06-28,cloud,LANG_FRAM
17,2024-06-28,Create cutting edge software,H_SKILL
17,2024-06-28,passion,S_SKILL
17,2024-06-28,breaking technology,H_SKILL
17,2024-06-28,empowered to take your career,S_SKILL
17,2024-06-28,2:2,REQUIREMENT
17,2024-06-28,Bachelor’s degree,REQUIREMENT
18,2024-06-28,innovative,S_SKILL
18,2024-06-28,inquisitive,S_SKILL
18,2024-06-28,developing software for safety,H_SKILL
18,2024-06-28,systems design,H_SKILL
18,2024-06-28,architectural design,H_SKILL
18,2024-06-28,coding,H_SKILL
18,2024-06-28,Developing code,H_SKILL
18,2024-06-28,Developing reference models,H_SKILL
18,2024-06-28,communicate ideas,S_SKILL
18,2024-06-28,good organisation skills,S_SKILL
18,2024-06-28,2:1 degree,REQUIREMENT
18,2024-06-28,Shape your path,H_SKILL
18,2024-06-28,AWS,LANG_FRAM
18,2024-06-28,Microsoft,LANG_FRAM
18,2024-06-28,solve problems,S_SKILL
19,2024-06-28,analyse data,H_SKILL
19,2024-06-28,ETL process,H_SKILL
19,2024-06-28,designing & managing these automated systems,H_SKILL
19,2024-06-28,present and explain complex analysis,S_SKILL
19,2024-06-28,analytical skills,S_SKILL
19,2024-06-28,communication skills,S_SKILL
19,2024-06-28,Independent,S_SKILL
19,2024-06-28,self,S_SKILL
19,2024-06-28,MS Office,LANG_FRAM
19,2024-06-28,driven,S_SKILL
19,2024-06-28,work well in a team,S_SKILL
19,2024-06-28,2:1,REQUIREMENT
19,2024-06-28,bachelor’s degree,REQUIREMENT
19,2024-06-28,preferrable,REQUIREMENT
19,2024-06-28,python,LANG_FRAM
19,2024-06-28,SQL,LANG_FRAM
19,2024-06-28,Front-,LANG_FRAM
19,2024-06-28,End Data Visualisation Development Data-,H_SKILL
19,2024-06-28,clean data,H_SKILL
19,2024-06-28,Create data models,H_SKILL
19,2024-06-28,Produce,S_SKILL
20,2024-06-28,software innovation,H_SKILL
20,2024-06-28,Define software architecture,H_SKILL
20,2024-06-28,Develop,H_SKILL
20,2024-06-28,BEng,REQUIREMENT
20,2024-06-28,MEng,REQUIREMENT
20,2024-06-28,MSc,REQUIREMENT
20,2024-06-28,C,LANG_FRAM
20,2024-06-28,C++,LANG_FRAM
20,2024-06-28,github,LANG_FRAM
20,2024-06-28,SVN™,LANG_FRAM
20,2024-06-28,A proven team player,H_SKILL
20,2024-06-28,passionate,S_SKILL
20,2024-06-28,problem solver,S_SKILL
20,2024-06-28,logical mindset,S_SKILL
21,2024-06-28,managing the implementation of our SystmOne software,H_SKILL
21,2024-06-28,overseeing and planning projects from start,H_SKILL
21,2024-06-28,solve complex problems,S_SKILL
21,2024-06-28,keen to learn,S_SKILL
21,2024-06-28,degree,REQUIREMENT
22,2024-06-28,coding,H_SKILL
22,2024-06-28,problem solving,S_SKILL
22,2024-06-28,time databases,H_SKILL
22,2024-06-28,AI,LANG_FRAM
22,2024-06-28,iOS,LANG_FRAM
22,2024-06-28,2:1,REQUIREMENT
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,interests and competencies in software programming,H_SKILL
23,2024-06-28,interest in mechatronic systems,H_SKILL
23,2024-06-28,Cognex vision systems,LANG_FRAM
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,Structured Text,LANG_FRAM
23,2024-06-28,Beckhoff TwinCAT,LANG_FRAM
23,2024-06-28,EtherCAT,LANG_FRAM
23,2024-06-28,tracking development,H_SKILL
23,2024-06-28,GitHub,LANG_FRAM
23,2024-06-28,generating well commented and structured code,H_SKILL
23,2024-06-28,program simple motion control for our loading and unloading solutions,H_SKILL
23,2024-06-28,Python,LANG_FRAM
23,2024-06-28,expand knowledge,S_SKILL
23,2024-06-28,ensure the safe operation of the equipment,H_SKILL
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,understanding of working with customers,S_SKILL
23,2024-06-28,handling their attitudes and needs,S_SKILL
23,2024-06-28,C,LANG_FRAM
23,2024-06-28,SCRUM,H_SKILL
23,2024-06-28,agile methodology,H_SKILL
23,2024-06-28,MS Teams,LANG_FRAM
23,2024-06-28,Work with the C-Tech team,S_SKILL
24,2024-06-28,collaborate,S_SKILL
24,2024-06-28,2:2,REQUIREMENT
25,2024-06-28,collaborate,S_SKILL
25,2024-06-28,systems analysis,H_SKILL
25,2024-06-28,designing and deploying an app for patients,H_SKILL
25,2024-06-28,2:1,REQUIREMENT
26,2024-06-28,Microsoft,LANG_FRAM
26,2024-06-28,work collaboratively,S_SKILL
26,2024-06-28,Microsoft Azure,LANG_FRAM
26,2024-06-28,Microsoft 365,LANG_FRAM
26,2024-06-28,Power Platform,LANG_FRAM
26,2024-06-28,development,H_SKILL
26,2024-06-28,SharePoint,LANG_FRAM
26,2024-06-28,cloud,LANG_FRAM
26,2024-06-28,Power BI,LANG_FRAM
26,2024-06-28,Collaborating,S_SKILL
26,2024-06-28,Microsoft Azure,LANG_FRAM
26,2024-06-28,cloud,LANG_FRAM
26,2024-06-28,database driven solutions,H_SKILL
26,2024-06-28,Writing code,H_SKILL
26,2024-06-28,Python,LANG_FRAM
26,2024-06-28,Javascript,LANG_FRAM
26,2024-06-28,CSS,LANG_FRAM
26,2024-06-28,HTML,LANG_FRAM
26,2024-06-28,JSON,LANG_FRAM
26,2024-06-28,REST APIs,LANG_FRAM
26,2024-06-28,Power Platform,LANG_FRAM
26,2024-06-28,Comfortable scoping projects,S_SKILL
26,2024-06-28,solve problems,S_SKILL
26,2024-06-28,LUR,H_SKILL
26,2024-06-28,2:1,REQUIREMENT
26,2024-06-28,Microsoft,LANG_FRAM
26,2024-06-28,Power BI,LANG_FRAM
26,2024-06-28,Power Automate,LANG_FRAM
26,2024-06-28,Python,LANG_FRAM
26,2024-06-28,JavaScript,LANG_FRAM
26,2024-06-28,CSS,LANG_FRAM
26,2024-06-28,HTML,LANG_FRAM
26,2024-06-28,JSON,LANG_FRAM
26,2024-06-28,REST APIs,LANG_FRAM
26,2024-06-28,Microsoft certifications,LANG_FRAM
26,2024-06-28,Microsoft,LANG_FRAM
26,2024-06-28,Power Platform,LANG_FRAM
26,2024-06-28,Microsoft Azure,LANG_FRAM
27,2024-06-28,network infrastructure,H_SKILL
27,2024-06-28,understanding of data security and emerging technologies,H_SKILL
27,2024-06-28,leadership,S_SKILL
27,2024-06-28,management,S_SKILL
27,2024-06-28,problem,S_SKILL
27,2024-06-28,communicate effectively,S_SKILL
27,2024-06-28,Bachelor's degree,REQUIREMENT
28,2024-06-28,Java,LANG_FRAM
28,2024-06-28,AWS,LANG_FRAM
28,2024-06-28,Agile,H_SKILL
28,2024-06-28,attention to detail,S_SKILL
28,2024-06-28,analytical skills,S_SKILL
28,2024-06-28,passion,S_SKILL
28,2024-06-28,problem solving,S_SKILL
28,2024-06-28,drive to find appropriate solutions,S_SKILL
28,2024-06-28,problem solving,S_SKILL
29,2024-06-28,Portaltech,LANG_FRAM
29,2024-06-28,Portaltech,LANG_FRAM
29,2024-06-28,SAP,LANG_FRAM
29,2024-06-28,Portaltech,LANG_FRAM
29,2024-06-28,technical expertise,H_SKILL
29,2024-06-28,SAP,LANG_FRAM
29,2024-06-28,SAP,LANG_FRAM
29,2024-06-28,develop and enhance product features,H_SKILL
29,2024-06-28,Java,LANG_FRAM
29,2024-06-28,Selenium,LANG_FRAM
29,2024-06-28,Cucumber,LANG_FRAM
29,2024-06-28,Create and execute regression tests,H_SKILL
29,2024-06-28,Collaborate,S_SKILL
29,2024-06-28,sprint planning,H_SKILL
29,2024-06-28,2.1,REQUIREMENT
29,2024-06-28,Bachelor's degree,REQUIREMENT
29,2024-06-28,Java,LANG_FRAM
29,2024-06-28,Automation testing,H_SKILL
29,2024-06-28,application and database servers,H_SKILL
29,2024-06-28,storage,H_SKILL
29,2024-06-28,computing,H_SKILL
29,2024-06-28,Git,LANG_FRAM
29,2024-06-28,Bitbucket,LANG_FRAM
29,2024-06-28,SAP Commerce (Hybris),LANG_FRAM
29,2024-06-28,API Automation testing,LANG_FRAM
29,2024-06-28,CI/CD,H_SKILL
29,2024-06-28,Jenkins,LANG_FRAM
29,2024-06-28,continuous integration testing,H_SKILL
29,2024-06-28,Azure,LANG_FRAM
29,2024-06-28,cloud,LANG_FRAM
29,2024-06-28,continuously learning,S_SKILL
30,2024-06-28,DevOps,H_SKILL
30,2024-06-28,DevOps,H_SKILL
30,2024-06-28,demonstratable understanding of key,H_SKILL
30,2024-06-28,DevOps,H_SKILL
30,2024-06-28,willingness to learn,S_SKILL
30,2024-06-28,collaborative,S_SKILL
30,2024-06-28,passionate,S_SKILL
30,2024-06-28,Terraform,LANG_FRAM
30,2024-06-28,Docker,LANG_FRAM
30,2024-06-28,Python,LANG_FRAM
30,2024-06-28,Ansible,H_SKILL
30,2024-06-28,Cloud,LANG_FRAM
30,2024-06-28,AWS,LANG_FRAM
31,2024-06-28,"designing, testing, and validating hardware designs. FAQ",H_SKILL
31,2024-06-28,OCaml,LANG_FRAM
31,2024-06-28,OCaml,LANG_FRAM
31,2024-06-28,RTL design,H_SKILL
31,2024-06-28,"testing/integration, but you can also expect",H_SKILL
31,2024-06-28,OCaml,LANG_FRAM
31,2024-06-28,OCaml,LANG_FRAM
31,2024-06-28,curious,S_SKILL
31,2024-06-28,collaborative,S_SKILL
31,2024-06-28,eager to learn,S_SKILL
31,2024-06-28,writing,S_SKILL
31,2024-06-28,Vivado,LANG_FRAM
31,2024-06-28,networking,H_SKILL
32,2024-06-28,problem solving,S_SKILL
32,2024-06-28,Java,LANG_FRAM
32,2024-06-28,C++,LANG_FRAM
32,2024-06-28,Swift,LANG_FRAM
32,2024-06-28,Python,LANG_FRAM
32,2024-06-28,machine-learning algorithms,LANG_FRAM
32,2024-06-28,develop models,H_SKILL
32,2024-06-28,2:1,REQUIREMENT
33,2024-06-28,transparency,S_SKILL
33,2024-06-28,curious,S_SKILL
33,2024-06-28,collaborative,S_SKILL
33,2024-06-28,working with a team,S_SKILL
33,2024-06-28,collaborating,S_SKILL
33,2024-06-28,portfolio,REQUIREMENT
33,2024-06-28,problem solving,S_SKILL
33,2024-06-28,attention to detail,S_SKILL
33,2024-06-28,communication,S_SKILL
33,2024-06-28,Bachelor's Degree,REQUIREMENT
34,2024-06-28,OS,LANG_FRAM
34,2024-06-28,iOS,LANG_FRAM
34,2024-06-28,MacOS,LANG_FRAM
34,2024-06-28,Android,LANG_FRAM
34,2024-06-28,Configuration,LANG_FRAM
34,2024-06-28,Microsoft Active,LANG_FRAM
34,2024-06-28,CPU usage,H_SKILL
34,2024-06-28,disk usage,H_SKILL
34,2024-06-28,network,H_SKILL
34,2024-06-28,resolving problems,S_SKILL
34,2024-06-28,audit data centres,H_SKILL
34,2024-06-28,passion,S_SKILL
34,2024-06-28,technical research,H_SKILL
34,2024-06-28,2:1,REQUIREMENT
35,2024-06-28,pig tracking,LANG_FRAM
35,2024-06-28,passionate,S_SKILL
35,2024-06-28,growing technology,H_SKILL
35,2024-06-28,data analysis,H_SKILL
35,2024-06-28,Bachelor,REQUIREMENT
35,2024-06-28,computer skills,H_SKILL
35,2024-06-28,VB.NET,LANG_FRAM
35,2024-06-28,C#,LANG_FRAM
35,2024-06-28,C++,LANG_FRAM
35,2024-06-28,knowledge of computer networking,H_SKILL
35,2024-06-28,OPC,LANG_FRAM
35,2024-06-28,analytical,S_SKILL
35,2024-06-28,problem,S_SKILL
35,2024-06-28,Good oral and written communication,S_SKILL
35,2024-06-28,understanding of scripting/coding,H_SKILL
35,2024-06-28,hydraulic analysis,H_SKILL
35,2024-06-28,pipeline engineering,H_SKILL
35,2024-06-28,interest in pipeline or process simulation,H_SKILL
36,2024-06-28,designing and building their solutions,H_SKILL
36,2024-06-28,cloud,LANG_FRAM
36,2024-06-28,SharePoint,LANG_FRAM
36,2024-06-28,Power Platform,LANG_FRAM
36,2024-06-28,Yammer,LANG_FRAM
36,2024-06-28,Microsoft Teams,LANG_FRAM
36,2024-06-28,Power Platform,LANG_FRAM
36,2024-06-28,Power Platform,LANG_FRAM
36,2024-06-28,Power Platform,LANG_FRAM
36,2024-06-28,Canvas apps,H_SKILL
36,2024-06-28,Power Automate,LANG_FRAM
36,2024-06-28,Power Virtual,LANG_FRAM
36,2024-06-28,Power BI,LANG_FRAM
36,2024-06-28,SharePoint,LANG_FRAM
36,2024-06-28,SQL,LANG_FRAM
36,2024-06-28,Dataverse,LANG_FRAM
36,2024-06-28,Azure,LANG_FRAM
36,2024-06-28,building and developing solutions,H_SKILL
36,2024-06-28,Power Platform,LANG_FRAM
36,2024-06-28,Power Platform,LANG_FRAM
36,2024-06-28,writing and maintaining/reviewing,S_SKILL
36,2024-06-28,Power Platform,LANG_FRAM
36,2024-06-28,Canvas apps,H_SKILL
36,2024-06-28,Power Automate,LANG_FRAM
36,2024-06-28,Power Virtual,LANG_FRAM
36,2024-06-28,Power BI,LANG_FRAM
36,2024-06-28,Power Platform,LANG_FRAM
36,2024-06-28,Microsoft techs,H_SKILL
36,2024-06-28,SharePoint,LANG_FRAM
36,2024-06-28,SQL,LANG_FRAM
36,2024-06-28,Dataverse,LANG_FRAM
36,2024-06-28,Azure,LANG_FRAM
36,2024-06-28,Bachelor's degree,REQUIREMENT
36,2024-06-28,2.1,REQUIREMENT
36,2024-06-28,C#,LANG_FRAM
36,2024-06-28,JavaScript,LANG_FRAM
36,2024-06-28,React,LANG_FRAM
36,2024-06-28,problem-solving,S_SKILL
36,2024-06-28,analytical,S_SKILL
36,2024-06-28,communication,S_SKILL
36,2024-06-28,teamwork,S_SKILL
37,2024-06-28,testing,H_SKILL
37,2024-06-28,track programme where together with a small cohort of like,H_SKILL
37,2024-06-28,problem-solving,S_SKILL
37,2024-06-28,attention to detail,S_SKILL
37,2024-06-28,building relationships,S_SKILL
37,2024-06-28,communicate quickly and effectively,S_SKILL
37,2024-06-28,Java,LANG_FRAM
37,2024-06-28,passion,S_SKILL
38,2024-06-28,collaborate,S_SKILL
38,2024-06-28,systems analysis,H_SKILL
38,2024-06-28,designing and deploying an app for patients,H_SKILL
38,2024-06-28,2:1,REQUIREMENT
39,2024-06-28,work with cutting-edge technology,S_SKILL
39,2024-06-28,Terrorism,H_SKILL
39,2024-06-28,analysing stakeholder needs and expectations,H_SKILL
39,2024-06-28,collaborating,S_SKILL
39,2024-06-28,effective teamwork,S_SKILL
40,2024-06-28,designing and building their solutions,H_SKILL
40,2024-06-28,cloud,LANG_FRAM
40,2024-06-28,SharePoint,LANG_FRAM
40,2024-06-28,Power Platform,LANG_FRAM
40,2024-06-28,Yammer,LANG_FRAM
40,2024-06-28,Microsoft Teams,LANG_FRAM
40,2024-06-28,Power Platform,LANG_FRAM
40,2024-06-28,Power Platform,LANG_FRAM
